Key,Id,Trial,Image,H1,H1Data,H2,H2Data,H3,H3Data
356,26IjMh8,19,0,C and (A or B),4,(A and C) or (B then C),3,(A or B) then C,8
357,26IjMh8,6,0,A then B then C,9,A and B and C,2,(A and B) then C,1
358,26IjMh8,12,0,A and (B or C),5,C and (A or B),4,A and C,7
359,26IjMh8,13,0,A or (B and C),1,A or B,1,A,9
360,26IjMh8,10,0,(A and B) or (C then B),3,B and (A or C),4,(A or C) then B,9
361,26IjMh8,1,0,A or B,5,A,8,A or C,4
362,USwtmZy,14,0,A then (B or C),0,A and B,5,A then B,10
363,USwtmZy,10,0,B and (A or C),5,(A or C) then B,10,(A and B) or (C then B),0
364,USwtmZy,3,0,A then (B or C),0,A then B,10,A and B,5
365,USwtmZy,11,0,(B or C) then A,10,A and (B or C),0,(A and C) or (B then A),5
366,USwtmZy,16,0,(A or B) then C,0,A then C,10,A and C,5
367,USwtmZy,6,0,A and B and C,2,(A and B) then C,3,A then B then C,10
368,USwtmZy,5,0,(A or B) then C,1,A then C,10,A and C,3
369,USwtmZy,9,0,A or C,10,A or B or C,2,A or C or (C then B),1
370,USwtmZy,8,0,C and (B then A),1,B then A then C,10,B then (A and C),5
371,USwtmZy,19,0,(A and C) or (B then C),7,C and (A or B),7,(A or B) then C,4
372,USwtmZy,2,0,B,10,B or (B and C),0,B or (A and B),0
373,USwtmZy,4,0,B then A,10,(B or C) then A,0,A and B,5
374,USwtmZy,7,0,(A and C) then B,2,B and (A then C),4,A then C then B,10
375,USwtmZy,1,0,A or B,0,A,10,A or C,0
376,USwtmZy,18,0,(A and B) or (B then C),4,B and (A or C),4,B then (A or C),10
377,USwtmZy,15,0,B then A,10,(B or C) then A,0,A and B,1
378,USwtmZy,17,0,A and (B or C),4,(A and C) or (B then A),4,(A then C) or (B then A),9
379,USwtmZy,13,0,A or B,0,A,10,A or (B and C),0
380,USwtmZy,12,0,A and C,10,A and (B or C),0,C and (A or B),0
381,eRGh7KY,13,0,A,8,A or (B and C),1,A or B,4
382,eRGh7KY,6,0,(A and B) then C,3,A and B and C,3,A then B then C,7
383,eRGh7KY,12,0,C and (A or B),3,A and C,3,A and (B or C),7
384,eRGh7KY,17,0,A and (B or C),3,(A and C) or (B then A),3,(A then C) or (B then A),4
385,eRGh7KY,9,0,A or C,7,A or C or (C then B),2,A or B or C,2
386,eRGh7KY,5,0,A and C,2,(A or B) then C,4,A then C,7
387,eRGh7KY,1,0,A or C,3,A or B,2,A,7
388,eRGh7KY,2,0,B or (B and C),3,B or (A and B),4,B,8
389,eRGh7KY,8,0,B then A then C,8,C and (B then A),4,B then (A and C),4
390,eRGh7KY,10,0,B and (A or C),4,(A or C) then B,5,(A and B) or (C then B),7
391,eRGh7KY,18,0,B then (A or C),5,B and (A or C),5,(A and B) or (B then C),6
392,eRGh7KY,4,0,A and B,3,B then A,6,(B or C) then A,4
393,eRGh7KY,14,0,A then (B or C),5,A then B,3,A and B,6
394,eRGh7KY,7,0,A then C then B,2,B and (A then C),7,(A and C) then B,2
395,eRGh7KY,19,0,C and (A or B),3,(A and C) or (B then C),7,(A or B) then C,5
396,eRGh7KY,16,0,(A or B) then C,2,A then C,4,A and C,7
397,eRGh7KY,11,0,A and (B or C),3,(B or C) then A,1,(A and C) or (B then A),7
398,eRGh7KY,3,0,A then (B or C),3,A then B,4,A and B,7
399,eRGh7KY,15,0,(B or C) then A,2,A and B,4,B then A,4
400,83nYewd,14,0,A then B,10,A then (B or C),0,A and B,0
401,83nYewd,5,0,(A or B) then C,0,A and C,0,A then C,10
402,83nYewd,12,0,A and (B or C),0,C and (A or B),0,A and C,10
403,83nYewd,18,0,(A and B) or (B then C),0,B then (A or C),10,B and (A or C),0
404,83nYewd,10,0,B and (A or C),0,(A or C) then B,10,(A and B) or (C then B),0
405,83nYewd,2,0,B,10,B or (A and B),0,B or (B and C),0
406,83nYewd,16,0,A then C,10,A and C,0,(A or B) then C,0
407,83nYewd,17,0,(A then C) or (B then A),10,A and (B or C),0,(A and C) or (B then A),0
408,83nYewd,9,0,A or B or C,0,A or C or (C then B),0,A or C,10
409,83nYewd,6,0,A and B and C,0,A then B then C,10,(A and B) then C,0
410,83nYewd,15,0,A and B,0,B then A,10,(B or C) then A,0
411,83nYewd,11,0,(A and C) or (B then A),0,A and (B or C),0,(B or C) then A,10
412,83nYewd,3,0,A then (B or C),0,A then B,10,A and B,0
413,83nYewd,8,0,B then A then C,10,C and (B then A),0,B then (A and C),0
414,83nYewd,4,0,(B or C) then A,0,A and B,0,B then A,10
415,83nYewd,7,0,A then C then B,10,B and (A then C),0,(A and C) then B,0
416,83nYewd,19,0,(A or B) then C,0,C and (A or B),0,(A and C) or (B then C),0
417,83nYewd,1,0,A or B,0,A,10,A or C,0
418,83nYewd,13,0,A or (B and C),0,A,10,A or B,0
419,chLG2Ua,12,0,A and (B or C),5,C and (A or B),5,A and C,10
420,chLG2Ua,14,0,A then (B or C),5,A then B,10,A and B,5
421,chLG2Ua,5,0,A and C,5,A then C,5,(A or B) then C,5
422,chLG2Ua,4,0,B then A,5,A and B,7,(B or C) then A,3
423,chLG2Ua,10,0,(A or C) then B,8,B and (A or C),0,(A and B) or (C then B),0
424,chLG2Ua,19,0,(A and C) or (B then C),0,C and (A or B),0,(A or B) then C,10
425,chLG2Ua,6,0,A then B then C,10,(A and B) then C,5,A and B and C,5
426,chLG2Ua,7,0,(A and C) then B,5,B and (A then C),0,A then C then B,10
427,chLG2Ua,18,0,B then (A or C),10,B and (A or C),0,(A and B) or (B then C),0
428,chLG2Ua,13,0,A or (B and C),0,A or B,0,A,10
429,chLG2Ua,2,0,B or (B and C),0,B or (A and B),0,B,10
430,chLG2Ua,1,0,A,10,A or C,5,A or B,5
431,chLG2Ua,8,0,B then A then C,5,C and (B then A),3,B then (A and C),5
432,chLG2Ua,3,0,A and B,5,A then B,5,A then (B or C),5
433,chLG2Ua,9,0,A or C or (C then B),0,A or B or C,5,A or C,5
434,chLG2Ua,16,0,A then C,7,(A or B) then C,5,A and C,8
435,chLG2Ua,15,0,(B or C) then A,5,B then A,9,A and B,9
436,chLG2Ua,17,0,(A then C) or (B then A),10,(A and C) or (B then A),10,A and (B or C),1
437,chLG2Ua,11,0,(B or C) then A,9,(A and C) or (B then A),9,A and (B or C),9
438,XEXl4GR,10,0,(A or C) then B,10,(A and B) or (C then B),5,B and (A or C),5
439,XEXl4GR,18,0,(A and B) or (B then C),5,B and (A or C),5,B then (A or C),10
440,XEXl4GR,19,0,(A and C) or (B then C),5,(A or B) then C,10,C and (A or B),5
441,XEXl4GR,4,0,(B or C) then A,5,A and B,5,B then A,10
442,XEXl4GR,9,0,A or C,10,A or C or (C then B),0,A or B or C,5
443,XEXl4GR,12,0,A and C,10,A and (B or C),0,C and (A or B),0
444,XEXl4GR,7,0,A then C then B,10,B and (A then C),5,(A and C) then B,5
445,XEXl4GR,3,0,A then B,5,A then (B or C),5,A and B,5
446,XEXl4GR,16,0,A and C,5,A then C,10,(A or B) then C,5
447,XEXl4GR,5,0,A then C,5,(A or B) then C,5,A and C,5
448,XEXl4GR,8,0,C and (B then A),5,B then (A and C),5,B then A then C,5
449,XEXl4GR,15,0,A and B,5,B then A,5,(B or C) then A,5
450,XEXl4GR,11,0,(B or C) then A,5,A and (B or C),5,(A and C) or (B then A),5
451,XEXl4GR,2,0,B or (B and C),5,B or (A and B),5,B,10
452,XEXl4GR,17,0,A and (B or C),5,(A and C) or (B then A),5,(A then C) or (B then A),5
453,XEXl4GR,14,0,A then B,5,A then (B or C),5,A and B,5
454,XEXl4GR,6,0,A and B and C,5,(A and B) then C,5,A then B then C,5
455,XEXl4GR,1,0,A or B,5,A,5,A or C,5
456,XEXl4GR,13,0,A or B,5,A,5,A or (B and C),5
457,wQSdk2w,3,0,A and B,0,A then (B or C),10,A then B,10
458,wQSdk2w,15,0,B then A,5,(B or C) then A,10,A and B,0
459,wQSdk2w,18,0,B and (A or C),5,(A and B) or (B then C),10,B then (A or C),10
460,wQSdk2w,6,0,A then B then C,10,(A and B) then C,0,A and B and C,0
461,wQSdk2w,16,0,A then C,10,(A or B) then C,10,A and C,0
462,wQSdk2w,17,0,A and (B or C),10,(A and C) or (B then A),0,(A then C) or (B then A),2
463,wQSdk2w,10,0,(A and B) or (C then B),10,(A or C) then B,10,B and (A or C),1
464,wQSdk2w,2,0,B or (B and C),5,B,10,B or (A and B),5
465,wQSdk2w,8,0,B then A then C,10,B then (A and C),0,C and (B then A),8
466,wQSdk2w,5,0,A and C,0,A then C,10,(A or B) then C,8
467,wQSdk2w,9,0,A or C,10,A or C or (C then B),7,A or B or C,7
468,wQSdk2w,14,0,A then B,10,A and B,0,A then (B or C),8
469,wQSdk2w,12,0,C and (A or B),7,A and C,7,A and (B or C),5
470,wQSdk2w,4,0,B then A,10,(B or C) then A,8,A and B,0
471,wQSdk2w,7,0,B and (A then C),7,(A and C) then B,0,A then C then B,10
472,wQSdk2w,11,0,A and (B or C),8,(A and C) or (B then A),8,(B or C) then A,10
473,wQSdk2w,19,0,(A or B) then C,10,C and (A or B),0,(A and C) or (B then C),7
474,wQSdk2w,13,0,A or (B and C),7,A,10,A or B,7
475,wQSdk2w,1,0,A or C,8,A,10,A or B,8
476,pvXhIg7,11,0,(B or C) then A,10,(A and C) or (B then A),2,A and (B or C),2
477,pvXhIg7,10,0,B and (A or C),3,(A and B) or (C then B),3,(A or C) then B,7
478,pvXhIg7,7,0,B and (A then C),1,(A and C) then B,5,A then C then B,5
479,pvXhIg7,14,0,A and B,5,A then B,6,A then (B or C),3
480,pvXhIg7,3,0,A then B,7,A then (B or C),5,A and B,5
481,pvXhIg7,12,0,C and (A or B),1,A and C,9,A and (B or C),4
482,pvXhIg7,6,0,A and B and C,6,(A and B) then C,4,A then B then C,5
483,pvXhIg7,13,0,A or B,1,A or (B and C),5,A,7
484,pvXhIg7,17,0,(A and C) or (B then A),2,(A then C) or (B then A),3,A and (B or C),5
485,pvXhIg7,16,0,(A or B) then C,1,A and C,2,A then C,9
486,pvXhIg7,9,0,A or C,8,A or B or C,5,A or C or (C then B),5
487,pvXhIg7,5,0,A and C,5,A then C,7,(A or B) then C,5
488,pvXhIg7,15,0,(B or C) then A,1,B then A,9,A and B,1
489,pvXhIg7,18,0,(A and B) or (B then C),2,B then (A or C),8,B and (A or C),5
490,pvXhIg7,8,0,B then A then C,9,B then (A and C),5,C and (B then A),5
491,pvXhIg7,4,0,(B or C) then A,5,A and B,2,B then A,8
492,pvXhIg7,1,0,A or B,3,A or C,5,A,5
493,pvXhIg7,19,0,(A or B) then C,7,(A and C) or (B then C),3,C and (A or B),3
494,pvXhIg7,2,0,B or (B and C),1,B or (A and B),2,B,8
495,Xqxs58z,3,0,A and B,9,A then (B or C),5,A then B,9
496,Xqxs58z,8,0,B then A then C,9,C and (B then A),0,B then (A and C),9
497,Xqxs58z,14,0,A and B,5,A then (B or C),2,A then B,9
498,Xqxs58z,4,0,A and B,5,(B or C) then A,1,B then A,9
499,Xqxs58z,5,0,A and C,5,(A or B) then C,5,A then C,9
500,Xqxs58z,10,0,(A or C) then B,10,B and (A or C),1,(A and B) or (C then B),0
501,Xqxs58z,12,0,A and (B or C),0,C and (A or B),0,A and C,10
502,Xqxs58z,16,0,A and C,2,A then C,10,(A or B) then C,0
503,Xqxs58z,2,0,B or (B and C),0,B,10,B or (A and B),0
504,Xqxs58z,11,0,A and (B or C),5,(B or C) then A,9,(A and C) or (B then A),0
505,Xqxs58z,1,0,A or B,0,A,10,A or C,0
506,Xqxs58z,6,0,A and B and C,0,(A and B) then C,0,A then B then C,10
507,Xqxs58z,7,0,(A and C) then B,9,B and (A then C),1,A then C then B,9
508,Xqxs58z,19,0,(A and C) or (B then C),0,(A or B) then C,10,C and (A or B),0
509,Xqxs58z,18,0,B and (A or C),0,(A and B) or (B then C),0,B then (A or C),10
510,Xqxs58z,15,0,B then A,10,(B or C) then A,0,A and B,0
511,Xqxs58z,9,0,A or C,10,A or C or (C then B),0,A or B or C,0
512,Xqxs58z,13,0,A,10,A or (B and C),0,A or B,1
513,Xqxs58z,17,0,(A and C) or (B then A),0,A and (B or C),5,(A then C) or (B then A),9
514,mKVPjwy,8,0,B then A then C,7,C and (B then A),1,B then (A and C),4
515,mKVPjwy,16,0,A and C,5,A then C,8,(A or B) then C,3
516,mKVPjwy,15,0,A and B,3,(B or C) then A,3,B then A,7
517,mKVPjwy,13,0,A or (B and C),2,A or B,3,A,8
518,mKVPjwy,7,0,B and (A then C),3,(A and C) then B,7,A then C then B,9
519,mKVPjwy,2,0,B or (A and B),3,B or (B and C),3,B,8
520,mKVPjwy,9,0,A or C or (C then B),2,A or B or C,6,A or C,9
521,mKVPjwy,1,0,A,8,A or B,6,A or C,6
522,mKVPjwy,11,0,A and (B or C),7,(A and C) or (B then A),7,(B or C) then A,6
523,mKVPjwy,3,0,A then (B or C),6,A and B,7,A then B,7
524,mKVPjwy,10,0,B and (A or C),8,(A and B) or (C then B),3,(A or C) then B,8
525,mKVPjwy,19,0,C and (A or B),3,(A or B) then C,7,(A and C) or (B then C),7
526,mKVPjwy,14,0,A then (B or C),6,A then B,9,A and B,7
527,mKVPjwy,17,0,(A then C) or (B then A),8,(A and C) or (B then A),6,A and (B or C),7
528,mKVPjwy,12,0,C and (A or B),3,A and C,9,A and (B or C),6
529,mKVPjwy,18,0,B then (A or C),8,(A and B) or (B then C),6,B and (A or C),6
530,mKVPjwy,4,0,A and B,7,B then A,8,(B or C) then A,6
531,mKVPjwy,5,0,(A or B) then C,6,A then C,8,A and C,8
532,mKVPjwy,6,0,A then B then C,8,A and B and C,5,(A and B) then C,5
533,KXJP15R,4,0,B then A,8,(B or C) then A,5,A and B,8
534,KXJP15R,18,0,B then (A or C),10,(A and B) or (B then C),5,B and (A or C),5
535,KXJP15R,5,0,(A or B) then C,5,A then C,10,A and C,5
536,KXJP15R,11,0,(B or C) then A,9,(A and C) or (B then A),5,A and (B or C),5
537,KXJP15R,3,0,A and B,5,A then (B or C),5,A then B,10
538,KXJP15R,19,0,C and (A or B),5,(A or B) then C,10,(A and C) or (B then C),5
539,KXJP15R,13,0,A or (B and C),0,A,10,A or B,4
540,KXJP15R,15,0,A and B,5,(B or C) then A,2,B then A,10
541,KXJP15R,6,0,A and B and C,2,(A and B) then C,5,A then B then C,10
542,KXJP15R,2,0,B or (A and B),2,B or (B and C),2,B,10
543,KXJP15R,14,0,A then B,10,A and B,5,A then (B or C),3
544,KXJP15R,1,0,A or B,5,A,10,A or C,5
545,KXJP15R,16,0,(A or B) then C,3,A then C,10,A and C,5
546,KXJP15R,10,0,(A and B) or (C then B),5,B and (A or C),5,(A or C) then B,10
547,KXJP15R,12,0,A and C,8,C and (A or B),2,A and (B or C),2
548,KXJP15R,17,0,(A then C) or (B then A),10,A and (B or C),5,(A and C) or (B then A),5
549,KXJP15R,9,0,A or C,10,A or C or (C then B),2,A or B or C,5
550,KXJP15R,7,0,B and (A then C),2,(A and C) then B,5,A then C then B,10
551,KXJP15R,8,0,B then (A and C),5,C and (B then A),2,B then A then C,10
